,index,aircraft_number,distances,doc,demand,active_arcs,distances01,mach,pax_num,fuel,time,DOC_nd,SAR,mach_tot_aircraft,total_fuel,total_CEMV,total_distance,total_pax,total_cost,total_time
0,0,3,354,8620,451.0,1,354,0.7949494949494949,103.0,2893.8913480879837,172.9556775961592,24.351004399795396,8.174834316632722,2.3848484848484848,8681.674044263951,0.07609779101366564,1062,309.0,25860,518.8670327884777
1,1,10,242,6686,294.0,1,242,0.6884848484848485,103.0,2204.5084656338963,154.89675728601964,27.631387576542586,9.109539114189655,6.884848484848485,22045.084656338964,0.2276320187005777,2420,1030.0,66860,1548.9675728601965
2,2,3,198,5950,252.0,1,198,0.6258585858585858,103.0,1976.0855900008105,146.45987121802094,30.054454913890414,9.980230252529346,1.8775757575757575,5928.256770002432,0.062331911955718675,594,309.0,17850,439.37961365406284
3,3,1,768,14844,313.0,1,768,0.8074747474747475,103.0,5424.265619697055,226.91127769809285,19.32822400367104,7.06284585898054,0.8074747474747475,5424.265619697055,0.029359592710893063,768,103.0,14844,226.91127769809285
4,4,0,591,12152,298.0,0,591,0.801212121212121,103.0,4328.2413751796585,203.76412903070232,20.562154845294305,7.323589467309067,0.0,0.0,0.0,0,0.0,0,0.0
5,5,0,517,11034,192.0,0,517,0.7886868686868687,103.0,3856.941152105006,194.42879311631873,21.344163183119996,7.460234336760166,0.0,0.0,0.0,0,0.0,0,0.0
6,6,0,587,12090,221.0,0,587,0.801212121212121,103.0,4303.196651358585,203.2471980172527,20.597624677896537,7.330829048311047,0.0,0.0,0.0,0,0.0,0,0.0
7,7,6,335,8354,324.0,1,335,0.8074747474747475,103.0,2818.79712743916,171.0663331969621,24.937469988282704,8.414319783400478,4.844848484848485,16912.782764634958,0.14786384387854945,2010,618.0,50124,1026.3979991817725
8,8,7,154,5155,188.0,1,154,0.607070707070707,103.0,1642.0740798380643,140.04675530684702,33.47989861710237,10.66281870024717,4.249494949494949,11494.51855886645,0.1361306034925603,1078,721.0,36085,980.3272871479292
9,9,10,187,5911,342.0,1,354,0.8074747474747475,103.0,2921.9018376718477,173.21242543874573,24.476068596560044,8.2539599934233,8.074747474747475,29219.01837671848,0.2512276264541035,1870,1030.0,59110,1732.1242543874573
10,10,10,200,5990,469.0,1,187,0.6446464646464646,103.0,1883.2778073155632,145.16151800984284,31.61115440439563,10.071004317195525,6.446464646464646,18832.778073155634,0.20590029680101513,2000,1030.0,59900,1451.6151800984285
11,11,0,673,13397,398.0,0,200,0.6321212121212121,103.0,1965.4652444835983,145.95680143935664,29.95127588874125,9.827326222417991,0.0,0.0,0.0,0,0.0,0,0.0
12,12,0,620,12625,215.0,0,673,0.801212121212121,103.0,4830.261047782177,214.98108209048021,19.906636858023848,7.177208094772923,0.0,0.0,0.0,0,0.0,0,0.0
13,13,0,780,15055,254.0,0,620,0.7886868686868687,103.0,4518.401798843405,208.03221484785652,20.36420131683156,7.287744836844202,0.0,0.0,0.0,0,0.0,0,0.0
14,14,10,243,6761,505.0,1,780,0.7949494949494949,103.0,5511.160894168299,228.7264370605532,19.30244882630161,7.065590889959357,7.949494949494948,55111.60894168299,0.2934818630585604,2430,1030.0,67610,2287.264370605532
15,15,0,688,13653,227.0,0,243,0.6884848484848485,103.0,2197.764698314739,154.46012855633262,27.823366707106732,9.044299170019501,0.0,0.0,0.0,0,0.0,0,0.0
16,16,0,426,9721,322.0,0,688,0.7886868686868687,103.0,4933.716480291825,216.84947327152102,19.845245576453056,7.171099535307885,0.0,0.0,0.0,0,0.0,0,0.0
17,17,10,215,6166,334.0,1,426,0.8074747474747475,103.0,3340.209166770255,182.46502411916953,22.820516242861043,7.84086658866257,8.074747474747475,33402.091667702545,0.2644634689988476,2150,1030.0,61660,1824.6502411916954
18,18,7,575,11908,300.0,1,242,0.7010101010101009,103.0,2212.96615438879,155.40220524047953,28.07923279634756,9.144488241275992,4.907070707070706,15490.76308072153,0.15873342567652116,4025,721.0,83356,1087.8154366833567
19,19,10,464,10257,374.0,1,187,0.6509090909090909,103.0,1824.0925874171426,146.41791648575074,31.083343042172967,9.754505815064933,6.509090909090909,18240.925874171426,0.21258101817852676,4640,1030.0,102570,1464.1791648575074
20,20,6,594,12208,354.0,1,215,0.6509090909090909,103.0,1998.3690365459154,149.10522089929356,28.680932873438422,9.294739704864723,3.9054545454545453,11990.214219275493,0.13385782779325567,3564,618.0,73248,894.6313253957613
21,21,0,424,9659,204.0,0,575,0.801212121212121,103.0,4228.957797333731,201.67887443848716,20.71127810391329,7.354709212754314,0.0,0.0,0.0,0,0.0,0,0.0
