,index,aircraft_number,distances,doc,demand,active_arcs,distances01,mach,pax_num,fuel,time,DOC_nd,SAR,mach_tot_aircraft,total_fuel,total_CEMV,total_distance,total_pax,total_cost,total_time
0,0,0,354,9577,451.0,0,354,0.801212121212121,120.0,3218.3552819470133,173.65615259188087,27.05454340265046,9.091399101545235,0.0,0.0,0.0,0,0.0,0,0.0
1,1,9,242,7584,294.0,1,242,0.7824242424242422,120.0,2336.3518033110345,158.81390438239544,31.34196750410561,9.654346294673696,7.04181818181818,21027.16622979931,0.19327556787184552,2178,1080.0,68256,1429.3251394415588
2,2,1,198,6771,252.0,1,198,0.6822222222222221,120.0,1999.7623384759909,150.714828002579,34.20051232219551,10.099809790282782,0.6822222222222221,1999.7623384759909,0.020527881231648667,198,120.0,6771,150.714828002579
3,3,0,768,16655,313.0,0,768,0.8074747474747475,119.0,6237.130324818711,226.5502599557486,21.68630765209181,8.121263443774364,0.0,0.0,0.0,0,0.0,0,0.0
4,4,0,591,13599,298.0,0,591,0.8074747474747475,120.0,4920.87857161675,204.26423528034013,23.010284399795104,8.326359681246617,0.0,0.0,0.0,0,0.0,0,0.0
5,5,0,517,12307,192.0,0,517,0.7949494949494949,120.0,4359.10668330194,194.93676492218162,23.806000917669873,8.43154097350472,0.0,0.0,0.0,0,0.0,0,0.0
6,6,0,587,13579,221.0,0,587,0.8074747474747475,120.0,4922.637536928415,204.20058413812396,23.133874802543268,8.386094611462376,0.0,0.0,0.0,0,0.0,0,0.0
7,7,6,335,9274,324.0,1,335,0.8074747474747475,120.0,3087.9981504583743,171.22684964165992,27.68420830459012,9.217904926741415,4.844848484848485,18527.988902750247,0.13495107455645605,2010,720.0,55644,1027.3610978499596
8,8,10,154,5984,188.0,1,154,0.6321212121212121,120.0,1762.4779804096863,144.00105985713577,38.85938639723019,11.444662210452508,6.32121212121212,17624.779804096863,0.1811566755092284,1540,1200.0,59840,1440.0105985713576
9,9,10,187,6592,342.0,1,354,0.8074747474747475,120.0,3236.713148803511,173.70460435346877,27.133165122035034,9.143257482495795,8.074747474747475,32367.131488035113,0.22675473837861782,1870,1200.0,65920,1737.0460435346877
10,10,3,200,6818,469.0,1,187,0.6696969696969697,120.0,1994.0270429136956,149.3836185611887,35.255652395096554,10.663246218789816,2.009090909090909,5982.081128741087,0.05832961883741363,600,360.0,20454,448.15085568356614
11,11,0,673,15041,398.0,0,200,0.7010101010101009,120.0,2076.9854437762556,151.9914134631804,34.092183998724494,10.384927218881279,0.0,0.0,0.0,0,0.0,0,0.0
12,12,0,620,14145,215.0,0,673,0.8074747474747475,120.0,5533.129796703345,214.9421341426034,22.350103792292906,8.221589593912846,0.0,0.0,0.0,0,0.0,0,0.0
