,pax_number
0,0.0
1,444.0
2,833.0
3,238.0
4,0.0
5,0.0
6,119.0
7,1178.0
8,0.0
9,0.0
10,0.0
11,0.0
12,1071.0
13,476.0
14,1190.0
15,197.0
16,594.0
17,69.0
18,0.0
19,0.0
20,1071.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,238.0
27,1071.0
28,952.0
29,0.0
30,0.0
31,952.0
32,0.0
33,0.0
34,678.0
35,0.0
36,0.0
37,0.0
38,0.0
39,804.0
40,0.0
41,0.0
42,238.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,1154.0
51,0.0
52,0.0
53,0.0
54,1189.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,328.0
63,0.0
64,1040.0
65,88.0
66,0.0
67,95.0
68,0.0
69,1071.0
70,357.0
71,357.0
72,0.0
73,0.0
74,0.0
75,1071.0
76,0.0
77,0.0
78,1190.0
79,0.0
80,0.0
81,357.0
82,0.0
83,0.0
84,0.0
85,702.0
86,0.0
87,357.0
88,0.0
89,0.0
90,0.0
91,100.0
92,1163.0
93,0.0
94,0.0
95,0.0
96,0.0
97,95.0
98,1190.0
99,0.0
