,pax_number
0,0.0
1,0.0
2,740.0
3,740.0
4,0.0
5,74.0
6,0.0
7,727.0
8,0.0
9,0.0
10,191.0
11,0.0
12,740.0
13,518.0
14,666.0
15,740.0
16,148.0
17,45.0
18,0.0
19,740.0
20,738.0
21,0.0
22,0.0
23,0.0
24,344.0
25,438.0
26,713.0
27,740.0
28,740.0
29,0.0
30,0.0
31,518.0
32,0.0
33,0.0
34,720.0
35,0.0
36,0.0
37,0.0
38,0.0
39,740.0
40,74.0
41,74.0
42,714.0
43,222.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,720.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,740.0
61,0.0
62,740.0
63,0.0
64,740.0
65,222.0
66,0.0
67,73.0
68,0.0
69,740.0
70,592.0
71,666.0
72,0.0
73,0.0
74,0.0
75,656.0
76,0.0
77,0.0
78,740.0
79,740.0
80,0.0
81,740.0
82,0.0
83,0.0
84,0.0
85,196.0
86,0.0
87,286.0
88,0.0
89,727.0
90,0.0
91,665.0
92,666.0
93,0.0
94,0.0
95,0.0
96,69.0
97,63.0
98,740.0
99,0.0
