,pax_number
0,0.0
1,123.0
2,1230.0
3,0.0
4,0.0
5,0.0
6,246.0
7,928.0
8,0.0
9,0.0
10,0.0
11,0.0
12,1230.0
13,0.0
14,1107.0
15,93.0
16,1053.0
17,201.0
18,0.0
19,246.0
20,1230.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,356.0
27,615.0
28,1107.0
29,0.0
30,0.0
31,615.0
32,0.0
33,0.0
34,80.0
35,95.0
36,0.0
37,0.0
38,0.0
39,123.0
40,0.0
41,0.0
42,1230.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,817.0
51,0.0
52,0.0
53,123.0
54,492.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,983.0
63,0.0
64,682.0
65,0.0
66,0.0
67,0.0
68,123.0
69,1206.0
70,803.0
71,718.0
72,0.0
73,0.0
74,0.0
75,718.0
76,0.0
77,0.0
78,1230.0
79,486.0
80,0.0
81,615.0
82,0.0
83,0.0
84,0.0
85,369.0
86,0.0
87,0.0
88,0.0
89,123.0
90,246.0
91,246.0
92,1176.0
93,0.0
94,0.0
95,81.0
96,0.0
97,0.0
98,1230.0
99,0.0
