,pax_number
0,0.0
1,92.0
2,920.0
3,736.0
4,0.0
5,0.0
6,92.0
7,625.0
8,0.0
9,0.0
10,0.0
11,0.0
12,824.0
13,626.0
14,788.0
15,0.0
16,828.0
17,59.0
18,92.0
19,0.0
20,920.0
21,0.0
22,0.0
23,0.0
24,0.0
25,92.0
26,801.0
27,550.0
28,828.0
29,0.0
30,74.0
31,552.0
32,0.0
33,0.0
34,828.0
35,0.0
36,0.0
37,0.0
38,0.0
39,552.0
40,0.0
41,0.0
42,920.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,828.0
51,0.0
52,0.0
53,92.0
54,0.0
55,0.0
56,47.00000000000001
57,0.0
58,0.0
59,0.0
60,828.0
61,0.0
62,644.0
63,0.0
64,617.0
65,0.0
66,0.0
67,0.0
68,276.0
69,142.0
70,828.0
71,644.0
72,0.0
73,0.0
74,0.0
75,366.0
76,0.0
77,0.0
78,828.0
79,920.0
80,0.0
81,920.0
82,0.0
83,0.0
84,47.00000000000001
85,877.0
86,0.0
87,828.0
88,0.0
89,901.0
90,0.0
91,0.0
92,920.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,920.0
99,0.0
