,pax_number
0,0.0
1,174.0
2,890.0
3,890.0
4,65.0
5,0.0
6,0.0
7,610.0
8,0.0
9,0.0
10,46.99999999999999
11,0.0
12,890.0
13,623.0
14,886.0000000000001
15,0.0
16,758.0000000000001
17,0.0
18,0.0
19,0.0
20,890.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,875.0
27,801.0
28,859.0
29,0.0
30,89.0
31,599.0
32,0.0
33,0.0
34,890.0
35,0.0
36,0.0
37,0.0
38,0.0
39,712.0
40,0.0
41,0.0
42,890.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,890.0
51,0.0
52,89.0
53,0.0
54,712.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,712.0
63,0.0
64,862.0
65,0.0
66,0.0
67,0.0
68,229.0
69,890.0
70,623.0
71,532.0
72,0.0
73,0.0
74,0.0
75,443.0
76,0.0
77,0.0
78,890.0
79,0.0
80,0.0
81,890.0
82,0.0
83,0.0
84,0.0
85,890.0
86,0.0
87,882.0
88,0.0
89,669.0
90,0.0
91,66.0
92,801.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,890.0
99,0.0
