,origin,destination,aircraft_number,distances,doc,demand,revenue,active_arcs,mach,pax_num,fuel,time,DOC_nd,SAR,mach_tot_aircraft,total_fuel,total_CEMV,total_distance,total_pax,total_cost,total_time
0,CD1,CD1,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
1,CD1,CD2,7.0,355,6940.0,451.0,15840.0,1,0.6634343434343433,78.0,1231.108884992584,166.53413745923714,9.775669215186989,3.467912352091786,4.644040404040403,8617.762194948089,0.4148755187172666,2485.0,546.0,48580.0,1165.73896221466
2,CD1,CD3,5.0,243,16758.0,294.0,47520.0,1,0.6133333333333333,78.0,907.0004479812332,150.66252559099922,11.49654532500015,3.732512131610013,3.0666666666666664,4535.002239906165,0.2753319796444004,1215.0,390.0,83790.0,753.3126279549961
3,CD1,CD4,4.0,198,10312.0,252.0,31680.0,1,0.5319191919191919,78.0,770.2541196509978,145.88758412713196,13.023723449195744,3.890172321469686,2.1276767676767676,3081.0164786039913,0.211338700565259,792.0,312.0,41248.0,583.5503365085278
4,CD1,CD5,5.0,768,18771.0,313.0,23760.0,1,0.6696969696969697,78.0,2430.7706243187495,229.2851059960368,8.148264558673109,3.165065917081705,3.3484848484848486,12153.853121593747,0.3246946449666616,3840.0,390.0,93855.0,1146.425529980184
5,CD1,CD6,5.0,591,20180.0,298.0,31680.0,1,0.6696969696969697,78.0,1914.0610593224812,203.0221057550258,8.537352279626612,3.2386819954695114,3.3484848484848486,9570.305296612407,0.31731425180999995,2955.0,390.0,100900.0,1015.110528775129
6,CD1,CD7,3.0,517,18080.0,192.0,31680.0,1,0.6759595959595959,78.0,1712.257770159749,189.67940351196904,8.742993859560492,3.3119105805797853,2.0278787878787874,5136.773310479247,0.18617893132785351,1551.0,234.0,54240.0,569.0382105359072
7,CD1,CD8,4.0,589,10062.0,221.0,15840.0,1,0.6696969696969697,78.0,1908.2656403609274,202.708094198991,8.54308063685182,3.239839796877636,2.6787878787878787,7633.0625614437095,0.2537606841507021,2356.0,312.0,40248.0,810.832376795964
8,CD1,CD9,5.0,336,9963.0,324.0,23760.0,1,0.6759595959595959,78.0,1194.5240748631686,162.6595039728138,9.886663451395153,3.5551311751880017,3.3797979797979796,5972.620374315843,0.28906948959164075,1680.0,390.0,49815.0,813.297519864069
9,CD1,CD10,3.0,154,9176.0,188.0,31680.0,1,0.48181818181818176,78.0,663.153780854578,138.6870449675379,14.901052455002302,4.306193382172585,1.4454545454545453,1989.461342563734,0.14319096190581687,462.0,234.0,27528.0,416.06113490261373
10,CD2,CD1,7.0,355,6890.0,451.0,15840.0,1,0.6759595959595959,78.0,1255.343418327139,165.5254409041443,9.706254153581169,3.5361786431750395,4.731717171717171,8787.403928289974,0.406866304313257,2485.0,546.0,48230.0,1158.67808632901
11,CD2,CD2,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
12,CD2,CD3,6.0,188,10040.0,342.0,31680.0,1,0.5256565656565656,78.0,737.900189930533,144.25998849135078,13.354266956328352,3.9250010102687924,3.1539393939393934,4427.401139583198,0.31419506437453315,1128.0,468.0,60240.0,865.5599309481047
13,CD2,CD4,8.0,200,5168.0,469.0,15840.0,1,0.5444444444444444,78.0,790.416536852206,145.4782320335661,12.923583603100557,3.9520826842610304,4.355555555555555,6323.332294817648,0.41605605402361,1600.0,624.0,41344.0,1163.8258562685287
14,CD2,CD5,7.0,672,16803.0,398.0,23760.0,1,0.6696969696969697,78.0,2154.8799271029343,215.57767181985204,8.335025150223665,3.2066665581888905,4.6878787878787875,15084.15948972054,0.44867525507631695,4704.0,546.0,117621.0,1509.0437027389644
15,CD2,CD6,4.0,620,10402.0,215.0,15840.0,1,0.6822222222222221,78.0,2030.093486306148,205.9759606935223,8.389527575791796,3.2743443327518515,2.7288888888888883,8120.373945224592,0.25108659317555265,2480.0,312.0,41608.0,823.9038427740892
16,CD2,CD7,4.0,781,12600.0,254.0,15840.0,1,0.6822222222222221,78.0,2520.1378636719874,230.63207244175578,8.06694712575734,3.2268090443943502,2.7288888888888883,10080.55145468795,0.2547854403788096,3124.0,312.0,50400.0,922.5282897670231
17,CD2,CD8,8.0,243,2795.0,505.0,7920.0,1,0.6133333333333333,78.0,912.1139199967574,150.65142636631742,11.504255639720023,3.7535552263241048,4.906666666666666,7296.911359974059,0.43806147176338445,1944.0,624.0,22360.0,1205.2114109305394
18,CD2,CD9,4.0,690,5676.0,227.0,7920.0,1,0.6822222222222221,78.0,2239.3111790764597,216.71261743732154,8.227151491098747,3.245378520400666,2.7288888888888883,8957.244716305839,0.2533276036142745,2760.0,312.0,22704.0,866.8504697492862
19,CD2,CD10,5.0,427,11709.0,322.0,23760.0,1,0.6759595959595959,78.0,1474.6894869197033,176.3720618488171,9.140948012011586,3.4536053557838486,3.3797979797979796,7373.447434598516,0.2975672806743369,2135.0,390.0,58545.0,881.8603092440856
20,CD3,CD1,5.0,243,16602.0,294.0,47520.0,1,0.6321212121212121,78.0,909.2542859373513,149.43099720803542,11.387446272235161,3.7417871849273716,3.16060606060606,4546.271429686756,0.27464949326423893,1215.0,390.0,83010.0,747.1549860401772
21,CD3,CD2,6.0,188,10004.0,342.0,31680.0,1,0.5319191919191919,78.0,738.3864879102211,144.01791820497593,13.306622252457053,3.9275877016501126,3.1915151515151514,4430.318927461327,0.3139881369354006,1128.0,468.0,60024.0,864.1075092298556
22,CD3,CD3,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
23,CD3,CD4,6.0,215,13290.0,334.0,39600.0,1,0.5694949494949495,78.0,823.5083221523983,147.65084293321158,12.362925752348787,3.8302712658251084,3.416969696969697,4941.0499329143895,0.32196569368197325,1290.0,468.0,79740.0,885.9050575992694
24,CD3,CD5,5.0,574,34510.0,300.0,55440.0,1,0.6696969696969697,78.0,1863.6422639755885,200.35556485226982,8.589421624842142,3.2467635260898757,3.3484848484848486,9318.211319877943,0.3165244237792013,2870.0,390.0,172550.0,1001.7778242613491
25,CD3,CD6,6.0,463,25170.0,374.0,47520.0,1,0.6634343434343433,78.0,1536.879349720074,183.5646481554872,9.061102116712727,3.3193938438878487,3.9806060606060596,9221.276098320444,0.3715184166417274,2778.0,468.0,151020.0,1101.387888932923
26,CD3,CD7,6.0,595,15087.0,354.0,23760.0,1,0.6822222222222221,78.0,1950.930338322983,202.12314600108851,8.453558623651775,3.2788745181898875,4.093333333333332,11705.582029937897,0.3761095272936249,3570.0,468.0,90522.0,1212.738876006531
27,CD3,CD8,4.0,425,11814.0,204.0,23760.0,1,0.6634343434343433,78.0,1428.6075410595063,177.57202900727663,9.267104716736208,3.3614295083753087,2.653737373737373,5714.430164238025,0.24458164639356372,1700.0,312.0,47256.0,710.2881160291065
28,CD3,CD9,4.0,561,33593.0,255.0,55440.0,1,0.6822222222222221,78.0,1850.7243364620872,196.8714753466762,8.555726992510323,3.298973861786252,2.7288888888888883,7402.897345848349,0.24921202708444165,2244.0,312.0,134372.0,787.4859013867048
29,CD3,CD10,3.0,258,8556.0,192.0,23760.0,1,0.6383838383838383,78.0,927.6183564685905,152.24373846674723,11.055772743071543,3.595419986312366,1.9151515151515148,2782.8550694057712,0.1714981768174955,774.0,234.0,25668.0,456.7312154002417
30,CD4,CD1,4.0,198,10216.0,252.0,31680.0,1,0.5444444444444444,78.0,782.5040863773534,146.14464357025338,12.902638969861018,3.9520408402896634,2.1777777777777776,3130.0163455094134,0.20803022960007714,792.0,312.0,40864.0,584.5785742810135
31,CD4,CD2,8.0,200,5190.0,469.0,15840.0,1,0.5319191919191919,78.0,780.8265087824964,146.2967430705124,12.979193705250449,3.904132543912482,4.255353535353535,6246.612070259971,0.42116601019413047,1600.0,624.0,41520.0,1170.3739445640992
32,CD4,CD3,6.0,215,13340.0,334.0,39600.0,1,0.5569696969696969,78.0,792.8542395675181,148.32312798309877,12.41293071721533,3.68769413752334,3.3418181818181814,4757.125437405109,0.3344138366962668,1290.0,468.0,80040.0,889.9387678985927
33,CD4,CD4,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
34,CD4,CD5,5.0,788,32080.0,307.0,39600.0,1,0.6696969696969697,78.0,2516.8601864568986,233.837830057586,8.142710867468956,3.193985008194034,3.3484848484848486,12584.300932284494,0.3217547833212917,3940.0,390.0,160400.0,1169.18915028793
35,CD4,CD6,6.0,670,22364.0,374.0,31680.0,1,0.6696969696969697,78.0,2147.352262254041,215.392681063738,8.34588277078393,3.2050033764985684,4.018181818181818,12884.113573524246,0.3847783606514593,4020.0,468.0,134184.0,1292.356086382428
36,CD4,CD7,5.0,700,28725.0,291.0,39600.0,1,0.6822222222222221,78.0,2270.781904041115,218.25240570294412,8.208123019201489,3.2439741486301643,3.4111111111111105,11353.909520205576,0.31679659182144987,3500.0,390.0,143625.0,1091.2620285147207
37,CD4,CD8,5.0,406,19065.0,327.0,39600.0,1,0.6634343434343433,78.0,1379.3311394958118,174.590943202206,9.392132368714108,3.397367338659635,3.3171717171717163,6896.655697479059,0.3024930341057487,2030.0,390.0,95325.0,872.9547160110301
38,CD4,CD9,4.0,519,13605.0,255.0,23760.0,1,0.6759595959595959,78.0,1727.0622238466021,190.30247075925558,8.738267467897913,3.3276728783171525,2.7038383838383835,6908.248895386409,0.24706273526804995,2076.0,312.0,54420.0,761.2098830370223
39,CD4,CD10,4.0,326,9771.0,256.0,23760.0,1,0.6759595959595959,78.0,1174.1582216292948,161.03850188225488,9.991269786454273,3.6017123362861803,2.7038383838383835,4696.632886517179,0.22826474927258478,1304.0,312.0,39084.0,644.1540075290195
40,CD5,CD1,5.0,768,18597.0,313.0,23760.0,1,0.6822222222222221,78.0,2450.6580691797767,228.64724200500157,8.071790314944057,3.1909610275778344,3.4111111111111105,12253.290345898884,0.32205970093687025,3840.0,390.0,92985.0,1143.236210025008
41,CD5,CD2,7.0,672,16629.0,398.0,23760.0,1,0.6822222222222221,78.0,2161.647026723128,213.9242940676616,8.249563950571039,3.2167366469094167,4.775555555555554,15131.529187061897,0.4472706639887425,4704.0,546.0,116403.0,1497.4700584736313
42,CD5,CD3,5.0,574,34146.0,300.0,55440.0,1,0.6822222222222221,78.0,1862.2483039067627,198.92319779123184,8.498415786894974,3.2443350242278095,3.4111111111111105,9311.241519533813,0.31676135373458414,2870.0,390.0,170730.0,994.6159889561592
43,CD5,CD4,5.0,788,31680.0,307.0,39600.0,1,0.6822222222222221,78.0,2512.1513529486438,231.7144058437148,8.041436518513049,3.188009331153101,3.4111111111111105,12560.756764743219,0.32235788778924757,3940.0,390.0,158400.0,1158.572029218574
44,CD5,CD5,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
45,CD5,CD6,11.0,261,11480.0,697.0,31680.0,1,0.6321212121212121,78.0,908.9051380025262,152.93597936333606,10.999728310327535,3.4823951647606366,6.953333333333333,9997.956518027788,0.6492358828811547,2871.0,858.0,126280.0,1682.2957729966965
46,CD5,CD7,6.0,720,29350.0,340.0,39600.0,1,0.6822222222222221,78.0,2305.094269574919,221.28458424525203,8.153434005087027,3.201519818854054,4.093333333333332,13830.565617449514,0.3851970360542468,4320.0,468.0,176100.0,1327.7075054715121
47,CD5,CD8,3.0,784,25444.0,150.0,31680.0,1,0.6696969696969697,78.0,2460.5860868658947,232.97740694479077,8.114731882031672,3.1385026618187433,2.009090909090909,7381.758260597684,0.19646565225101156,2352.0,234.0,76332.0,698.9322208343723
48,CD5,CD9,3.0,977,30420.0,150.0,31680.0,1,0.6884848484848485,77.0,3124.8312967894685,259.3452312326146,7.784301733703432,3.198394367235894,2.0654545454545454,9374.493890368405,0.19278672413328388,2931.0,231.0,91260.0,778.0356936978437
49,CD5,CD10,3.0,670,16590.0,183.0,23760.0,1,0.6822222222222221,78.0,2155.412757267641,213.61840639138734,8.253788336336523,3.217033966071106,2.046666666666666,6466.238271802924,0.19166971161911767,2010.0,234.0,49770.0,640.855219174162
50,CD6,CD1,5.0,591,20020.0,298.0,31680.0,1,0.6822222222222221,78.0,1944.181742270537,201.5334891916228,8.470078193057732,3.289647618055054,3.4111111111111105,9720.908711352684,0.312398187758032,2955.0,390.0,100100.0,1007.6674459581141
51,CD6,CD2,4.0,620,10488.0,215.0,15840.0,1,0.6696969696969697,78.0,2003.541973164117,207.4548734529088,8.458648446570281,3.2315193115550276,2.6787878787878787,8014.167892656468,0.25441406475727346,2480.0,312.0,41952.0,829.8194938116352
52,CD6,CD3,6.0,463,24858.0,374.0,47520.0,1,0.6759595959595959,78.0,1582.2778115416518,182.52939214525273,8.9497759638254,3.4174466771957923,4.055757575757575,9493.666869249912,0.36085886967033354,2778.0,468.0,149148.0,1095.1763528715164
53,CD6,CD4,6.0,670,22164.0,374.0,31680.0,1,0.6822222222222221,78.0,2180.0337201132324,213.64953620480472,8.270230266663683,3.2537816718107946,4.093333333333332,13080.202320679395,0.37901004722458886,4020.0,468.0,132984.0,1281.8972172288284
54,CD6,CD5,11.0,261,11612.0,697.0,31680.0,1,0.6258585858585858,78.0,955.2691464618297,153.35777247567748,11.126059707919627,3.660035043915056,6.884444444444443,10507.960611080127,0.6177252054166146,2871.0,858.0,127732.0,1686.9354972324522
55,CD6,CD6,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
56,CD6,CD7,6.0,459,41160.0,384.0,79200.0,1,0.6759595959595959,78.0,1570.4515300221951,181.85384181960018,8.969408269280375,3.4214630283707956,4.055757575757575,9422.70918013317,0.36043526844092,2754.0,468.0,246960.0,1091.1230509176012
57,CD6,CD8,3.0,802,32570.0,164.0,39600.0,1,0.6696969696969697,78.0,2560.729277780417,236.02209811646443,8.123266361615661,3.19292927404042,2.009090909090909,7682.187833341251,0.1931167024459276,2406.0,234.0,97710.0,708.0662943493933
