,pax_number
0,0.0
1,53.0
2,800.0
3,769.0
4,0.0
5,0.0
6,0.0
7,765.0
8,0.0
9,0.0
10,0.0
11,0.0
12,793.0
13,480.0
14,782.0
15,640.0
16,477.0
17,0.0
18,53.0
19,392.0
20,800.0
21,0.0
22,0.0
23,0.0
24,400.0
25,240.0
26,720.0
27,800.0
28,797.0
29,0.0
30,0.0
31,480.0
32,80.0
33,0.0
34,682.0
35,0.0
36,0.0
37,0.0
38,0.0
39,800.0
40,0.0
41,76.0
42,800.0
43,226.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,762.0
51,0.0
52,0.0
53,0.0
54,717.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,800.0
63,0.0
64,765.0
65,0.0
66,0.0
67,0.0
68,160.0
69,780.0
70,720.0
71,480.0
72,0.0
73,0.0
74,0.0
75,533.0
76,0.0
77,0.0
78,800.0
79,240.0
80,0.0
81,800.0
82,0.0
83,0.0
84,0.0
85,560.0
86,0.0
87,789.0
88,0.0
89,800.0
90,0.0
91,160.0
92,800.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,800.0
99,0.0
