,pax_number
0,0.0
1,44.0
2,840.0
3,756.0
4,0.0
5,0.0
6,0.0
7,729.0
8,0.0
9,0.0
10,78.0
11,0.0
12,840.0
13,554.0
14,840.0
15,840.0
16,151.0
17,0.0
18,0.0
19,672.0
20,840.0
21,50.0
22,0.0
23,0.0
24,252.0
25,504.0
26,756.0
27,840.0
28,838.9999999999999
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,756.0
35,0.0
36,0.0
37,0.0
38,0.0
39,756.0
40,0.0
41,0.0
42,840.0
43,560.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,252.0
51,0.0
52,84.0
53,0.0
54,840.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,84.0
61,0.0
62,588.0
63,0.0
64,840.0
65,0.0
66,0.0
67,0.0
68,71.0
69,756.0
70,645.0
71,493.0
72,0.0
73,0.0
74,0.0
75,504.0
76,0.0
77,0.0
78,840.0
79,672.0
80,0.0
81,829.0
82,0.0
83,0.0
84,0.0
85,238.0
86,0.0
87,336.0
88,0.0
89,672.0
90,0.0
91,493.0
92,821.0
93,0.0
94,0.0
95,79.0
96,0.0
97,0.0
98,840.0
99,0.0
