,pax_number
0,0.0
1,0.0
2,750.0
3,748.0
4,0.0
5,75.0
6,0.0
7,735.0
8,0.0
9,0.0
10,351.0
11,0.0
12,750.0
13,450.0
14,750.0
15,747.0
16,150.0
17,0.0
18,0.0
19,750.0
20,750.0
21,0.0
22,0.0
23,75.0
24,0.0
25,675.0
26,750.0
27,750.0
28,750.0
29,0.0
30,0.0
31,525.0
32,0.0
33,0.0
34,727.0
35,0.0
36,0.0
37,0.0
38,0.0
39,488.0
40,0.0
41,126.0
42,736.0
43,150.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,727.0
51,0.0
52,150.0
53,0.0
54,150.0
55,0.0
56,147.0
57,0.0
58,0.0
59,0.0
60,600.0
61,0.0
62,675.0
63,0.0
64,735.0
65,0.0
66,0.0
67,75.0
68,75.0
69,750.0
70,750.0
71,511.0
72,0.0
73,0.0
74,0.0
75,600.0
76,0.0
77,0.0
78,750.0
79,750.0
80,0.0
81,750.0
82,0.0
83,0.0
84,58.0
85,150.0
86,0.0
87,208.0
88,0.0
89,745.0
90,0.0
91,716.0
92,750.0
93,0.0
94,0.0
95,0.0
96,0.0
97,75.0
98,723.0
99,0.0
