,pax_number
0,0.0
1,0.0
2,817.9999999999999
3,860.0
4,0.0
5,0.0
6,0.0
7,561.0
8,0.0
9,0.0
10,74.0
11,0.0
12,860.0
13,602.0
14,860.0
15,86.0
16,583.0
17,64.0
18,0.0
19,86.0
20,860.0
21,0.0
22,0.0
23,0.0
24,258.0
25,172.0
26,860.0
27,516.0
28,755.0
29,0.0
30,0.0
31,602.0
32,0.0
33,0.0
34,774.0
35,0.0
36,0.0
37,0.0
38,0.0
39,688.0
40,0.0
41,0.0
42,774.0
43,172.0
44,0.0
45,0.0
46,0.0
47,170.0
48,0.0
49,0.0
50,774.0
51,0.0
52,0.0
53,0.0
54,860.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,686.0
63,0.0
64,774.0
65,0.0
66,0.0
67,0.0
68,258.0
69,859.0000000000001
70,688.0
71,774.0
72,0.0
73,0.0
74,0.0
75,430.0
76,86.0
77,0.0
78,860.0
79,169.0
80,0.0
81,860.0
82,0.0
83,0.0
84,0.0
85,737.9999999999999
86,0.0
87,774.0
88,0.0
89,774.0
90,0.0
91,0.0
92,860.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,860.0
99,0.0
