,index,aircraft_number,distances,doc,demand,active_arcs,distances01,mach,pax_num,fuel,time,DOC_nd,SAR,mach_tot_aircraft,total_fuel,total_CEMV,total_distance,total_pax,total_cost,total_time
0,0,0,354,5216,451.0,0,354,0.7886868686868687,128.0,1766.834412063652,159.72195046675083,14.73518895739802,4.991057661196757,0.0,0.0,0.0,0,0.0,0,0.0
1,1,10,242,4071,294.0,1,242,0.7511111111111111,128.0,1232.5594863323506,144.88475945895524,16.824233069559224,5.093221017902275,7.511111111111111,12325.594863323506,0.42468812534199973,2420,1280.0,40710,1448.8475945895525
2,2,4,198,3618,252.0,1,198,0.6446464646464646,128.0,1041.2698531304875,142.3695929618616,18.277762923340816,5.258938652174179,2.5785858585858583,4165.07941252195,0.1645222071682572,792,512.0,14472,569.4783718474464
3,3,0,768,9685,313.0,0,768,0.7949494949494949,128.0,3701.2795368118095,214.02281882027347,12.611633482793987,4.819374396890377,0.0,0.0,0.0,0,0.0,0,0.0
4,4,0,591,7775,298.0,0,591,0.7949494949494949,128.0,2887.529586018415,190.78218902616393,13.155735722310142,4.885836862975322,0.0,0.0,0.0,0,0.0,0,0.0
5,5,0,517,6972,192.0,0,517,0.7886868686868687,128.0,2531.9580384270425,181.26547721922114,13.485662041988224,4.897404329646117,0.0,0.0,0.0,0,0.0,0,0.0
6,6,0,587,7731,221.0,0,587,0.7949494949494949,128.0,2868.329882414823,190.25539931165142,13.170472003008312,4.886422286907705,0.0,0.0,0.0,0,0.0,0,0.0
7,7,3,335,4996,324.0,1,335,0.7949494949494949,128.0,1668.0593580681384,157.05877409523188,14.91432667417949,4.97928166587504,2.3848484848484848,5004.178074204416,0.1303218394454052,1005,384.0,14988,471.1763222856956
8,8,7,154,3065,188.0,1,154,0.6446464646464646,128.0,790.6647445811545,134.75990849437454,19.906738105342953,5.13418665312438,4.512525252525252,5534.653212068082,0.29490967947383884,1078,896.0,21455,943.3193594606219
9,9,10,187,3459,342.0,1,354,0.7824242424242422,128.0,1764.1942692674593,160.04093804608735,14.762752962246795,4.983599630699038,7.8242424242424224,17641.942692674595,0.4340297468362212,1870,1280.0,34590,1600.4093804608735
10,10,7,200,3628,469.0,1,187,0.6321212121212121,128.0,944.1595169454349,140.16248579391447,18.497768017466054,5.048981374039759,4.424848484848485,6609.116618618044,0.29988649750559554,1400,896.0,25396,981.1374005574013
11,11,0,673,8687,398.0,0,200,0.6571717171717171,128.0,1051.1259194601548,142.28895631395207,18.140606876141906,5.255629597300774,0.0,0.0,0.0,0,0.0,0,0.0
12,12,0,620,8129,215.0,0,673,0.7949494949494949,128.0,3289.0505779254245,201.5826148339509,12.909024246298335,4.887147961256203,0.0,0.0,0.0,0,0.0,0,0.0
13,13,0,780,9927,254.0,0,620,0.7886868686868687,128.0,3046.653602707623,194.90254448824106,13.112681077010869,4.913957423721973,0.0,0.0,0.0,0,0.0,0,0.0
14,14,4,243,4066,505.0,1,780,0.7886868686868687,128.0,3837.321857261934,216.05206555292978,12.727163945831553,4.9196434067460695,3.1547474747474746,15349.287429047736,0.1758688837552193,972,512.0,16264,864.2082622117191
15,15,0,688,8878,227.0,0,243,0.7448484848484846,128.0,1280.1318850828573,146.42487109965148,16.735607179929527,5.268032448900647,0.0,0.0,0.0,0,0.0,0,0.0
16,16,0,426,6004,322.0,0,688,0.7886868686868687,128.0,3399.8519442094043,204.48721583000903,12.905446492008904,4.941645267746227,0.0,0.0,0.0,0,0.0,0,0.0
17,17,10,215,3775,334.0,1,426,0.7824242424242422,128.0,2109.2587561161686,169.50129487633296,14.094239112193993,4.9513116340755134,7.8242424242424224,21092.587561161687,0.4368600980716214,2150,1280.0,37750,1695.0129487633296
18,18,8,575,7598,300.0,1,242,0.7636363636363634,128.0,1254.2470960773726,145.79502251485215,16.57821596160887,5.182839239989143,6.109090909090908,10033.97676861898,0.3338757597351092,4600,1024.0,60784,1166.3601801188172
19,19,5,464,6389,374.0,1,187,0.6258585858585858,128.0,935.3205232833916,140.41298529322424,18.41772773823808,5.001714028253431,3.129292929292929,4676.602616416958,0.21622892410751302,2320,640.0,31945,702.0649264661212
20,20,9,594,7825,354.0,1,215,0.6947474747474747,128.0,1134.8013196983939,143.60324979427017,17.559786984725452,5.278145673015786,6.252727272727272,10213.211877285545,0.36882791003540905,5346,1152.0,70425,1292.4292481484315
21,21,1,424,5959,204.0,1,575,0.7949494949494949,128.0,2810.266841416216,188.67109505834688,13.214774527521946,4.887420593767332,0.7949494949494949,2810.266841416216,0.044257097267294467,424,128.0,5959,188.67109505834688
22,22,0,559,7439,255.0,0,464,0.7949494949494949,128.0,2283.7409317895263,174.01896423134107,13.77142125278075,4.921855456442945,0.0,0.0,0.0,0,0.0,0,0.0
23,23,0,257,4199,192.0,0,594,0.7886868686868687,128.0,2907.658763938819,191.44601906764262,13.17454781462089,4.895048424139426,0.0,0.0,0.0,0,0.0,0,0.0
24,24,0,789,10016,307.0,0,424,0.7949494949494949,128.0,2097.205349655683,168.76663364653461,14.056587030569665,4.9462390322068,0.0,0.0,0.0,0,0.0,0,0.0
25,25,0,670,8607,374.0,0,559,0.7886868686868687,128.0,2738.586131356509,186.81795803337653,13.30789114992598,4.899080735879265,0.0,0.0,0.0,0,0.0,0,0.0
26,26,0,700,9017,291.0,0,257,0.7824242424242422,128.0,1322.2341689585048,146.90475789374526,16.338883517815827,5.144880034857995,0.0,0.0,0.0,0,0.0,0,0.0
