,pax_number
0,0.0
1,274.0
2,702.0
3,710.0
4,142.0
5,213.0
6,0.0
7,710.0
8,0.0
9,70.0
10,0.0
11,0.0
12,710.0
13,355.0
14,710.0
15,710.0
16,178.0
17,71.0
18,55.0
19,710.0
20,710.0
21,0.0
22,0.0
23,0.0
24,142.0
25,710.0
26,704.0
27,639.0
28,690.0
29,0.0
30,0.0
31,497.0
32,0.0
33,0.0
34,699.0
35,0.0
36,0.0
37,0.0
38,0.0
39,700.0
40,0.0
41,284.0
42,710.0
43,71.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,699.0
51,0.0
52,0.0
53,0.0
54,117.0
55,0.0
56,71.0
57,0.0
58,0.0
59,0.0
60,700.0
61,0.0
62,700.0
63,0.0
64,710.0
65,65.0
66,0.0
67,142.0
68,133.0
69,710.0
70,710.0
71,710.0
72,0.0
73,0.0
74,0.0
75,639.0
76,0.0
77,0.0
78,710.0
79,710.0
80,0.0
81,694.0
82,0.0
83,0.0
84,0.0
85,137.0
86,0.0
87,341.0
88,0.0
89,710.0
90,0.0
91,698.0
92,710.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,710.0
99,0.0
