,pax_number
0,0.0
1,407.0
2,587.0
3,600.0
4,228.0
5,600.0
6,60.0
7,600.0
8,0.0
9,0.0
10,60.0
11,0.0
12,600.0
13,0.0
14,464.0
15,600.0
16,600.0
17,300.0
18,0.0
19,600.0
20,600.0
21,98.0
22,0.0
23,170.0
24,0.0
25,600.0
26,585.0
27,600.0
28,600.0
29,0.0
30,300.0
31,0.0
32,0.0
33,0.0
34,600.0
35,0.0
36,0.0
37,0.0
38,0.0
39,600.0
40,0.0
41,240.0
42,597.0
43,227.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,600.0
51,0.0
52,474.0
53,0.0
54,540.0
55,0.0
56,403.0
57,0.0
58,0.0
59,0.0
60,540.0
61,0.0
62,600.0
63,45.0
64,600.0
65,240.0
66,0.0
67,180.0
68,59.0
69,600.0
70,600.0
71,540.0
72,0.0
73,0.0
74,0.0
75,600.0
76,0.0
77,0.0
78,600.0
79,600.0
80,0.0
81,600.0
82,0.0
83,0.0
84,540.0
85,339.0
86,0.0
87,57.0
88,0.0
89,600.0
90,0.0
91,600.0
92,588.0
93,0.0
94,0.0
95,97.0
96,0.0
97,407.0
98,600.0
99,0.0
