,pax_number
0,0.0
1,124.0
2,1240.0
3,248.0
4,0.0
5,0.0
6,0.0
7,865.0
8,0.0
9,80.0
10,0.0
11,0.0
12,1229.0
13,992.0
14,1110.0
15,0.0
16,248.0
17,0.0
18,0.0
19,248.0
20,496.0
21,0.0
22,0.0
23,0.0
24,0.0
25,124.0
26,620.0
27,1116.0
28,372.0
29,0.0
30,0.0
31,490.0
32,0.0
33,0.0
34,1194.0
35,0.0
36,0.0
37,0.0
38,0.0
39,1240.0
40,0.0
41,124.0
42,1240.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,692.0
51,0.0
52,0.0
53,0.0
54,124.0
55,0.0
56,0.0
57,95.0
58,0.0
59,0.0
60,496.0
61,0.0
62,992.0
63,0.0
64,1113.0
65,0.0
66,0.0
67,0.0
68,0.0
69,496.0
70,372.0
71,217.0
72,0.0
73,0.0
74,0.0
75,1209.0
76,0.0
77,0.0
78,992.0
79,113.0
80,0.0
81,124.0
82,0.0
83,0.0
84,0.0
85,952.0
86,0.0
87,715.0
88,0.0
89,0.0
90,0.0
91,567.0
92,372.0
93,0.0
94,0.0
95,95.0
96,0.0
97,0.0
98,1212.0
99,0.0
