,pax_number
0,0.0
1,0.0
2,747.0
3,870.0
4,0.0
5,0.0
6,0.0
7,522.0
8,0.0
9,0.0
10,133.0
11,0.0
12,870.0
13,494.0
14,870.0
15,870.0
16,0.0
17,74.0
18,0.0
19,686.0
20,870.0
21,58.99999999999999
22,0.0
23,0.0
24,348.0
25,514.0
26,870.0
27,783.0
28,850.0
29,87.0
30,0.0
31,522.0
32,0.0
33,0.0
34,783.0
35,0.0
36,0.0
37,0.0
38,0.0
39,870.0
40,0.0
41,0.0
42,870.0
43,0.0
44,0.0
45,0.0
46,0.0
47,67.0
48,0.0
49,0.0
50,783.0
51,0.0
52,749.0
53,0.0
54,246.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,522.0
63,0.0
64,522.0
65,87.0
66,0.0
67,58.99999999999999
68,0.0
69,435.0
70,856.9999999999999
71,609.0
72,0.0
73,0.0
74,0.0
75,411.0
76,0.0
77,0.0
78,870.0
79,87.0
80,0.0
81,855.0
82,0.0
83,67.0
84,0.0
85,87.0
86,0.0
87,783.0
88,0.0
89,870.0
90,0.0
91,87.0
92,870.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,870.0
99,0.0
