,index,aircraft_number,distances,doc,demand,active_arcs,distances01,mach,pax_num,fuel,time,DOC_nd,SAR,mach_tot_aircraft,total_fuel,total_CEMV,total_distance,total_pax,total_cost,total_time
0,0,0,354,7823,451.0,0,354,0.8137373737373736,165.0,2268.898873650048,166.54041192235357,22.10073935757662,6.409318852118779,0.0,0.0,0.0,0,0.0,0,0.0
1,1,3,242,6137,294.0,1,242,0.7448484848484846,166.0,1557.965063158886,152.4958388505198,25.360520242936985,6.437872161813579,2.234545454545454,4673.895189476658,0.0921849704943009,726,498.0,18411,457.48751655155934
2,2,5,198,5449,252.0,1,198,0.6634343434343433,166.0,1262.1990052519473,146.62574047734367,27.52179911984665,6.37474245076741,3.3171717171717163,6310.995026259736,0.15516314577054574,990,830.0,27245,733.1287023867184
3,3,0,768,14105,313.0,0,768,0.82,163.0,4906.295832026375,217.21922241860173,18.366260756143053,6.388406031284343,0.0,0.0,0.0,0,0.0,0,0.0
4,4,0,591,11463,298.0,0,591,0.82,164.0,3776.878086547268,196.6414548222329,19.396088760884684,6.39065666082448,0.0,0.0,0.0,0,0.0,0,0.0
5,5,0,517,10219,192.0,0,517,0.82,165.0,3312.356487076244,185.2525159447737,19.76647384576113,6.406879085253856,0.0,0.0,0.0,0,0.0,0,0.0
6,6,0,587,11402,221.0,0,587,0.82,164.0,3752.150563192058,196.13144356502613,19.42419480455324,6.392079324006914,0.0,0.0,0.0,0,0.0,0,0.0
7,7,0,335,7531,324.0,0,335,0.82,166.0,2152.8121298464816,163.93522781994687,22.481845411685853,6.426304865213378,0.0,0.0,0.0,0,0.0,0,0.0
8,8,10,154,4760,188.0,1,154,0.6571717171717171,167.0,972.1988575691728,139.65480397529922,30.915064791835153,6.312979594605018,6.571717171717171,9721.988575691728,0.3133623599808249,1540,1670.0,47600,1396.5480397529923
9,9,10,187,5277,342.0,1,354,0.82,165.0,2277.589935220219,166.38936106251546,22.101567753147556,6.433869873503443,8.2,22775.899352202192,0.3074743852721101,1870,1650.0,52770,1663.8936106251547
10,10,6,200,5487,469.0,1,187,0.6571717171717171,166.0,1198.0440995388115,144.9917458146165,28.220740489285845,6.406652938710222,3.9430303030303024,7188.264597232868,0.18526836429580135,1200,996.0,32922,869.9504748876991
11,11,0,673,12680,398.0,0,200,0.6759595959595959,166.0,1284.8766116383645,146.86528069243928,27.4387442258514,6.424383058191823,0.0,0.0,0.0,0,0.0,0,0.0
12,12,0,620,11850,215.0,0,673,0.82,163.0,4344.541417767014,205.16969963489078,18.84212043844154,6.455485018970302,0.0,0.0,0.0,0,0.0,0,0.0
13,13,0,780,14457,254.0,0,620,0.82,164.0,3909.0908230945774,200.25938997479386,19.113916702892013,6.304985198539641,0.0,0.0,0.0,0,0.0,0,0.0
14,14,1,243,6163,505.0,1,780,0.8074747474747475,163.0,4979.703011687454,221.63431993753645,18.53487150223554,6.384234630368531,0.8074747474747475,4979.703011687454,0.030986489357174907,243,163.0,6163,221.63431993753645
15,15,0,688,12965,227.0,0,243,0.7448484848484846,166.0,1568.1585300450438,152.59509332139356,25.365342464665876,6.453327284135983,0.0,0.0,0.0,0,0.0,0,0.0
16,16,0,426,8916,322.0,0,688,0.8074747474747475,164.0,4439.072592604399,207.89890942769082,18.845614036835162,6.452140396227324,0.0,0.0,0.0,0,0.0,0,0.0
17,17,3,215,5717,334.0,1,426,0.82,165.0,2735.5281095905184,175.41789202819155,20.930168346275035,6.4214274873016866,2.46,8206.584328771554,0.09242104757181442,645,495.0,17151,526.2536760845746
18,18,1,575,11141,300.0,1,242,0.7636363636363634,166.0,1563.9326199961547,152.36136328939355,25.35906789011456,6.462531487587416,0.7636363636363634,1563.9326199961547,0.03061107227215596,575,166.0,11141,152.36136328939355
19,19,10,464,9443,374.0,1,187,0.6509090909090909,166.0,1190.8465946843835,145.06858178758768,28.162677217767076,6.36816360793788,6.509090909090909,11908.465946843835,0.31064688441897786,4640,1660.0,94430,1450.6858178758766
20,20,7,594,11406,354.0,1,215,0.6947474747474747,166.0,1386.6563716073576,148.72936663097641,26.594880924366823,6.449564519103989,4.863232323232323,9706.594601251503,0.2147083147849081,4158,1162.0,79842,1041.1055664168348
21,21,0,424,8893,204.0,0,575,0.82,164.0,3706.405899628001,192.6144679383036,19.376530317764928,6.445923303700871,0.0,0.0,0.0,0,0.0,0,0.0
22,22,0,559,10865,255.0,0,464,0.8137373737373736,165.0,2997.093843218425,178.6521643680564,20.351717363090078,6.459253972453502,0.0,0.0,0.0,0,0.0,0,0.0
23,23,2,257,6314,192.0,1,594,0.82,164.0,3799.6426636713004,195.08609811755545,19.20296456064272,6.396704820995455,1.64,7599.285327342601,0.06185216418876005,514,328.0,12628,390.1721962351109
24,24,0,789,14528,307.0,0,424,0.8137373737373736,165.0,2711.178011028813,175.5609047344185,20.975891536650362,6.394287761860409,0.0,0.0,0.0,0,0.0,0,0.0
25,25,0,670,12636,374.0,0,559,0.82,164.0,3577.4321667840986,190.61623135021475,19.437232231309274,6.399699761688907,0.0,0.0,0.0,0,0.0,0,0.0
