,pax_number
0,0.0
1,0.0
2,1071.0
3,60.99999999999999
4,0.0
5,0.0
6,0.0
7,1030.0
8,0.0
9,0.0
10,0.0
11,0.0
12,1140.0
13,0.0
14,1190.0
15,0.0
16,1189.0
17,0.0
18,0.0
19,119.0
20,1190.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,455.0
27,1025.0
28,476.0
29,0.0
30,0.0
31,1190.0
32,0.0
33,0.0
34,202.0
35,0.0
36,0.0
37,0.0
38,0.0
39,328.0
40,0.0
41,0.0
42,951.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,1184.0
51,0.0
52,0.0
53,0.0
54,238.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,208.0
62,1071.0
63,0.0
64,833.0
65,0.0
66,0.0
67,0.0
68,119.0
69,1158.0
70,595.0
71,308.0
72,0.0
73,0.0
74,0.0
75,714.0
76,0.0
77,0.0
78,1153.0
79,78.0
80,0.0
81,595.0
82,0.0
83,0.0
84,0.0
85,1154.0
86,0.0
87,440.0
88,0.0
89,357.0
90,0.0
91,119.0
92,1190.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,1190.0
99,0.0
