,pax_number
0,0.0
1,0.0
2,860.0
3,688.0
4,0.0
5,0.0
6,0.0
7,733.0
8,0.0
9,0.0
10,770.0
11,0.0
12,857.0000000000001
13,602.0
14,835.0
15,0.0
16,0.0
17,0.0
18,0.0
19,774.0
20,774.0
21,0.0
22,0.0
23,0.0
24,0.0
25,172.0
26,752.0
27,516.0
28,860.0
29,0.0
30,0.0
31,513.0
32,86.0
33,0.0
34,774.0
35,0.0
36,0.0
37,0.0
38,0.0
39,575.0
40,0.0
41,0.0
42,430.0
43,688.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,774.0
51,0.0
52,146.0
53,0.0
54,602.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,855.0000000000001
63,0.0
64,565.0
65,86.0
66,0.0
67,0.0
68,0.0
69,860.0
70,834.0
71,774.0
72,0.0
73,0.0
74,0.0
75,494.99999999999994
76,0.0
77,0.0
78,856.0
79,774.0
80,0.0
81,752.0
82,0.0
83,0.0
84,86.0
85,86.0
86,0.0
87,258.0
88,0.0
89,860.0
90,0.0
91,688.0
92,774.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,860.0
99,0.0
