,index,aircraft_number,distances,doc,demand,active_arcs,distances01,mach,pax_num,fuel,time,DOC_nd,SAR,mach_tot_aircraft,total_fuel,total_CEMV,total_distance,total_pax,total_cost,total_time
0,0,0,354,6235,451.0,0,354,0.7573737373737373,78.0,2079.8650962287056,173.22298501469692,17.613193537068792,5.875325130589564,0.0,0.0,0.0,0,0.0,0,0.0
1,1,10,242,4978,294.0,1,242,0.6509090909090909,78.0,1588.59702337684,157.22403263971026,20.570395634703754,6.564450509821653,6.509090909090909,15885.970233768401,0.3225423536568516,2420,780.0,49780,1572.2403263971025
2,2,10,198,4457,252.0,1,198,0.6195959595959595,78.0,1374.889435475714,150.58751824548705,22.512301372869267,6.943886037756132,6.195959595959595,13748.89435475714,0.3049176363767039,1980,780.0,44570,1505.8751824548704
3,3,0,768,10797,313.0,0,768,0.776161616161616,78.0,3890.4892564469264,228.8241462646411,14.058650216420798,5.065741219331936,0.0,0.0,0.0,0,0.0,0,0.0
4,4,0,591,8832,298.0,0,591,0.7698989898989899,78.0,3102.0891393194643,205.31537212145167,14.945336023094635,5.248881792418722,0.0,0.0,0.0,0,0.0,0,0.0
5,5,0,517,8006,192.0,0,517,0.7824242424242422,78.0,2791.4978034854967,194.84211164581666,15.48701022240438,5.399415480629587,0.0,0.0,0.0,0,0.0,0,0.0
6,6,0,587,8788,221.0,0,587,0.7698989898989899,78.0,3084.624255738151,204.7714116478326,14.971277664010834,5.254896517441484,0.0,0.0,0.0,0,0.0,0,0.0
7,7,10,335,6089,324.0,1,335,0.776161616161616,78.0,1976.338057101282,169.35797143443713,18.17798446996034,5.899516588362036,7.7616161616161605,19763.380571012818,0.3588960699048826,3350,780.0,60890,1693.5797143443713
8,8,9,154,3910,188.0,1,154,0.5507070707070707,78.0,1174.8924975943316,143.16118900029568,25.39565847341036,7.629172062300855,4.956363636363636,10574.032478348985,0.24977572540642348,1386,702.0,35190,1288.4507010026612
9,9,10,187,4322,342.0,1,354,0.776161616161616,78.0,2098.582870946654,173.1102249739254,17.637053789180055,5.9282002004142775,7.7616161616161605,20985.828709466543,0.35715955033938157,1870,780.0,43220,1731.102249739254
10,10,10,200,4492,469.0,1,187,0.6008080808080807,78.0,1333.7345299864865,148.59363444843723,23.112962916196693,7.132270213831478,6.008080808080807,13337.345299864865,0.29686386724324176,2000,780.0,44920,1485.9363444843723
11,11,0,673,9746,398.0,0,200,0.6321212121212121,78.0,1391.5551057445603,151.11576154493235,22.464976089106216,6.957775528722801,0.0,0.0,0.0,0,0.0,0,0.0
12,12,5,620,9136,215.0,1,673,0.7698989898989899,78.0,3462.650190493721,216.42430513368285,14.482042607941398,5.145096865518159,3.8494949494949493,17313.250952468603,0.20576029696270476,3100,390.0,45680,1082.1215256684143
13,13,0,780,10916,254.0,0,620,0.7824242424242422,78.0,3244.5849175577323,208.5092597550903,14.73568656610935,5.233201479931826,0.0,0.0,0.0,0,0.0,0,0.0
14,14,10,243,4999,505.0,1,780,0.7886868686868687,78.0,3968.800280540456,229.4508740091264,13.995265879233433,5.088205487872379,7.886868686868686,39688.002805404554,0.41612181798639286,2430,780.0,49990,2294.508740091264
15,15,0,688,9892,227.0,0,243,0.6509090909090909,78.0,1600.0006186096114,157.40057558045123,20.573074820500295,6.5843646856362605,0.0,0.0,0.0,0,0.0,0,0.0
16,16,0,426,7022,322.0,0,688,0.7886868686868687,78.0,3557.651389421027,217.2568981236433,14.379311818761087,5.171004926484051,0.0,0.0,0.0,0,0.0,0,0.0
17,17,10,215,4682,334.0,1,426,0.776161616161616,78.0,2401.081798218804,182.73378764645562,16.48359490469155,5.636342249339916,7.7616161616161605,24010.81798218804,0.37565378826130696,2150,780.0,46820,1827.3378764645563
18,18,7,575,8651,300.0,1,242,0.6571717171717171,78.0,1581.1640996038655,156.87616806404378,20.60219206092145,6.533735948776304,4.600202020202019,11068.148697227058,0.2268410193112933,4025,546.0,60557,1098.1331764483066
19,19,10,464,7432,374.0,1,187,0.5882828282828283,78.0,1335.9868717690777,148.575837339555,23.131254190637087,7.1443148222945325,5.882828282828283,13359.868717690777,0.296363384112709,4640,780.0,74320,1485.7583733955498
20,20,10,594,8849,354.0,1,215,0.6634343434343433,78.0,1474.1243355394554,153.35440693615638,21.777914469888795,6.856392258323048,6.634343434343433,14741.243355394554,0.3088086617756687,5940,780.0,88490,1533.5440693615637
21,21,3,424,6994,204.0,1,575,0.7698989898989899,78.0,3029.9069594275747,203.1083441217671,15.045517244099234,5.26940340770013,2.3096969696969696,9089.720878282724,0.12054381610683584,1272,234.0,20982,609.3250323653012
22,22,0,559,8464,255.0,0,464,0.7636363636363634,78.0,2546.6757767881727,188.23636815025927,16.018326016991217,5.4885253810089925,0.0,0.0,0.0,0,0.0,0,0.0
23,23,1,257,5152,192.0,1,594,0.7824242424242422,78.0,3124.540036301357,205.1297566769753,14.897368497780759,5.260168411281746,0.7824242424242422,3124.540036301357,0.04025181614643151,257,78.0,5152,205.1297566769753
24,24,0,789,11053,307.0,0,424,0.7636363636363634,78.0,2376.0189468964086,182.71849314354463,16.495515981539906,5.603818270982096,0.0,0.0,0.0,0,0.0,0,0.0
25,25,1,670,9716,374.0,1,559,0.7824242424242422,78.0,2972.2993473067704,200.45514356956548,15.14293050057141,5.3171723565416285,0.7824242424242422,2972.2993473067704,0.03982028747473081,670,78.0,9716,200.45514356956548
26,26,10,700,10037,291.0,1,257,0.6822222222222221,78.0,1657.4803012211455,159.8124811347685,20.049416505070287,6.4493396934674925,6.822222222222221,16574.803012211454,0.32829923969525326,7000,780.0,100370,1598.124811347685
27,27,10,405,6795,327.0,1,198,0.6321212121212121,78.0,1418.1364838299933,150.40215013860487,22.680774470160372,7.162305473888855,6.32121212121212,14181.364838299933,0.2956189631426285,4050,780.0,67950,1504.0215013860486
28,28,10,518,8090,255.0,1,200,0.6195959595959595,78.0,1391.2268360503795,151.03979028382457,22.44904928365087,6.9561341802518974,6.195959595959595,13912.268360503795,0.3043807469833945,5180,780.0,80900,1510.3979028382457
29,29,10,326,5950,256.0,1,215,0.6446464646464646,78.0,1484.5556807066564,153.26996021702297,21.812524435371397,6.904910142821658,6.446464646464646,14845.556807066565,0.3066387938593167,3260,780.0,59500,1532.6996021702298
30,30,10,261,5161,697.0,1,789,0.776161616161616,78.0,3997.327910902162,231.7939539973745,14.009679654862765,5.06632181356421,7.7616161616161605,39973.27910902162,0.41791923131157027,2610,780.0,51610,2317.939539973745
31,31,0,718,10180,340.0,0,670,0.7698989898989899,78.0,3452.266453957592,216.03327525549426,14.50279024864217,5.152636498444167,0.0,0.0,0.0,0,0.0,0,0.0
32,32,0,785,10968,150.0,0,700,0.7886868686868687,78.0,3603.847279780411,218.56436883054275,14.339018872044948,5.148353256829159,0.0,0.0,0.0,0,0.0,0,0.0
33,33,0,975,13056,150.0,0,405,0.7636363636363634,78.0,2303.024518824345,180.1414886946649,16.77943032484279,5.686480293393444,0.0,0.0,0.0,0,0.0,0,0.0
34,34,0,670,9640,183.0,0,518,0.7824242424242422,78.0,2837.097220471345,195.73301830279593,15.617912124754872,5.477021661141593,0.0,0.0,0.0,0,0.0,0,0.0
35,35,10,457,7364,384.0,1,326,0.776161616161616,78.0,1984.3579221337948,169.29038184141754,18.252536282766755,6.086987491207959,7.7616161616161605,19843.579221337946,0.3478425610304015,4570,780.0,73640,1692.9038184141755
36,36,0,802,11199,164.0,0,768,0.7886868686868687,78.0,3884.981775312033,227.8002928639114,13.980192009457104,5.058570019937543,0.0,0.0,0.0,0,0.0,0,0.0
