,pax_number
0,0.0
1,0.0
2,910.0
3,866.0
4,0.0
5,0.0
6,0.0
7,527.0
8,0.0
9,0.0
10,273.0
11,0.0
12,910.0
13,637.0
14,910.0
15,0.0
16,0.0
17,0.0
18,0.0
19,718.0
20,910.0
21,0.0
22,0.0
23,0.0
24,0.0
25,637.0
26,910.0
27,893.0
28,91.0
29,0.0
30,0.0
31,617.0
32,91.0
33,0.0
34,790.9999999999999
35,0.0
36,48.0
37,0.0
38,0.0
39,637.0
40,0.0
41,0.0
42,881.9999999999999
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,910.0
51,0.0
52,60.99999999999999
53,0.0
54,728.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,728.0
63,0.0
64,546.0
65,0.0
66,0.0
67,0.0
68,91.0
69,910.0
70,910.0
71,440.0
72,0.0
73,0.0
74,0.0
75,608.0
76,0.0
77,0.0
78,910.0
79,84.0
80,0.0
81,725.0
82,0.0
83,0.0
84,0.0
85,910.0
86,0.0
87,779.0
88,0.0
89,886.9999999999999
90,0.0
91,60.0
92,910.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,888.0000000000001
99,0.0
