,pax_number
0,0.0
1,254.0
2,648.0
3,650.0
4,390.0
5,195.0
6,0.0
7,650.0
8,0.0
9,0.0
10,65.0
11,0.0
12,646.0
13,0.0
14,585.0
15,585.0
16,650.0
17,185.0
18,0.0
19,585.0
20,650.0
21,0.0
22,0.0
23,58.0
24,260.0
25,390.0
26,650.0
27,650.0
28,650.0
29,0.0
30,60.0
31,388.0
32,0.0
33,0.0
34,650.0
35,0.0
36,0.0
37,0.0
38,0.0
39,650.0
40,0.0
41,325.0
42,585.0
43,130.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,650.0
51,0.0
52,0.0
53,0.0
54,650.0
55,0.0
56,238.0
57,0.0
58,0.0
59,0.0
60,650.0
61,0.0
62,650.0
63,0.0
64,650.0
65,185.0
66,0.0
67,195.0
68,54.0
69,650.0
70,650.0
71,640.0
72,0.0
73,0.0
74,0.0
75,640.0
76,0.0
77,0.0
78,650.0
79,585.0
80,0.0
81,650.0
82,0.0
83,0.0
84,368.0
85,319.0
86,0.0
87,579.0
88,0.0
89,650.0
90,0.0
91,195.0
92,585.0
93,0.0
94,0.0
95,65.0
96,0.0
97,325.0
98,650.0
99,0.0
