,pax_number
0,0.0
1,0.0
2,770.0
3,770.0
4,0.0
5,0.0
6,0.0
7,693.0
8,0.0
9,0.0
10,0.0
11,0.0
12,770.0
13,539.0
14,770.0
15,610.0
16,231.0
17,0.0
18,0.0
19,607.0
20,770.0
21,0.0
22,0.0
23,0.0
24,305.0
25,534.0
26,770.0
27,539.0
28,757.0
29,0.0
30,0.0
31,462.0
32,0.0
33,0.0
34,741.0
35,0.0
36,0.0
37,0.0
38,0.0
39,752.0
40,0.0
41,0.0
42,762.0000000000001
43,385.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,664.0
51,0.0
52,0.0
53,0.0
54,462.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,385.0
61,0.0
62,746.9999999999999
63,0.0
64,741.0
65,0.0
66,0.0
67,0.0
68,0.0
69,770.0
70,744.0
71,768.0
72,0.0
73,0.0
74,0.0
75,462.0
76,0.0
77,0.0
78,770.0
79,759.0
80,0.0
81,770.0
82,0.0
83,0.0
84,77.0
85,385.0
86,0.0
87,518.0
88,0.0
89,770.0
90,0.0
91,461.0
92,770.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,770.0
99,0.0
